"e","# coding=utf-8
# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(""Hi, {0}"".format(name))  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
","","0","1611878651766","main.py"
"a","Select All",,,"1611878654682","main.py"
"a","Paste",,,"1611878656140","main.py"
"p","# CS 1XXX 
# Assignment 1 First Program
# Mr. Legitimate work 

import random
sortlist = random.sample(range(0, 40), 10)
print(""unsorted list"")
print(sortlist)

print (""sorting list..."")
for i in range(0, len(sortlist)):
    # print(sortlist[i])
    for j in range(0, len(sortlist)):
        if sortlist[i] > sortlist[j]:
            temp = sortlist[i]
            sortlist[i] = sortlist[j]
            sortlist[j] = temp
print(""finished sorting"")
print(""sorted list"")
print(sortlist)
",,"378","1611878656146","main.py"
"e","","coding=utf-8
# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(""Hi, {0}"".format(name))  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/","2","1611878656175","main.py"
"e","CS 1XXX 
# Assignment 1 First Program
# Mr. Legitimate work 

import random
sortlist = random.sample(range(0, 40), 10)
print(""unsorted list"")
print(sortlist)

print (""sorting list..."")
for i in range(0, len(sortlist)):
    # print(sortlist[i])
    for j in range(0, len(sortlist)):
        if sortlist[i] > sortlist[j]:
            temp = sortlist[i]
            sortlist[i] = sortlist[j]
            sortlist[j] = temp
print(""finished sorting"")
print(""sorted list"")
print(sortlist)","","2","1611878656176","main.py"
"e","","Mr. Legitimate work ","42","1611878674925","main.py"
"e","M","","42","1611878674946","main.py"
"k","M",,"43","1611878674946","main.py"
"e","r","","43","1611878675385","main.py"
"k","r",,"44","1611878675386","main.py"
"e",".","","44","1611878675581","main.py"
