e,"# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(f'Hi, {name}')  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
",,0,1611774420254,main.py
e,,a,1432,1611871420667,task4.py
a,Backspace,,,1611871420683,task4.py
e,,r,1431,1611871420696,task4.py
a,Backspace,,,1611871420717,task4.py
e,,e,1430,1611871420728,task4.py
a,Backspace,,,1611871420745,task4.py
e,,d,1429,1611871420757,task4.py
a,Backspace,,,1611871420915,task4.py
e,,e,1428,1611871420927,task4.py
a,Backspace,,,1611871421173,task4.py
e,,F,1427,1611871421189,task4.py
e,T,,1427,1611871421736,task4.py
k,T,,1428,1611871421737,task4.py
e,o,,1428,1611871421862,task4.py
k,o,,1429,1611871421862,task4.py
e,a,,1429,1611871421953,task4.py
k,a,,1430,1611871421953,task4.py
e,t,,1430,1611871421992,task4.py
k,t,,1431,1611871421992,task4.py
a,Backspace,,,1611871422542,task4.py
e,,t,1430,1611871422553,task4.py
a,Backspace,,,1611871422650,task4.py
e,,a,1429,1611871422659,task4.py
e,t,,1429,1611871422756,task4.py
k,t,,1430,1611871422757,task4.py
e,a,,1430,1611871422805,task4.py
k,a,,1431,1611871422805,task4.py
e,l,,1431,1611871422879,task4.py
k,l,,1432,1611871422880,task4.py
e, ,,1432,1611871423105,task4.py
k, ,,1433,1611871423105,task4.py
e,D,,1433,1611871424358,task4.py
k,D,,1434,1611871424359,task4.py
e,e,,1434,1611871424537,task4.py
k,e,,1435,1611871424537,task4.py
e,d,,1435,1611871424728,task4.py
k,d,,1436,1611871424728,task4.py
e,u,,1436,1611871424786,task4.py
k,u,,1437,1611871424787,task4.py
e,c,,1437,1611871424896,task4.py
k,c,,1438,1611871424897,task4.py
e,t,,1438,1611871425159,task4.py
k,t,,1439,1611871425159,task4.py
e,i,,1439,1611871425186,task4.py
k,i,,1440,1611871425186,task4.py
e,o,,1440,1611871425205,task4.py
k,o,,1441,1611871425206,task4.py
e,n,,1441,1611871425243,task4.py
k,n,,1442,1611871425243,task4.py
a,Enter,,,1611871437468,task4.py
e,"
",,545,1611871437482,task4.py
e,t,,545,1611871438039,task4.py
k,t,,546,1611871438039,task4.py
e,o,,546,1611871438146,task4.py
k,o,,547,1611871438158,task4.py
e,a,,547,1611871438190,task4.py
k,a,,548,1611871438190,task4.py
e,t,,548,1611871438250,task4.py
k,t,,549,1611871438250,task4.py
e,l,,549,1611871438330,task4.py
k,l,,550,1611871438331,task4.py
a,Backspace,,,1611871438845,task4.py
e,,l,549,1611871438857,task4.py
a,Backspace,,,1611871438991,task4.py
e,,t,548,1611871439000,task4.py
a,Backspace,,,1611871439139,task4.py
e,,a,547,1611871439148,task4.py
e,t,,547,1611871439285,task4.py
k,t,,548,1611871439285,task4.py
e,a,,548,1611871439361,task4.py
k,a,,549,1611871439361,task4.py
e,l,,549,1611871439552,task4.py
k,l,,550,1611871439552,task4.py
e,T,,550,1611871440985,task4.py
k,T,,551,1611871440986,task4.py
e,x,,551,1611871442054,task4.py
k,x,,552,1611871442055,task4.py
a,Backspace,,,1611871442984,task4.py
e,,x,551,1611871442991,task4.py
e,a,,551,1611871443058,task4.py
k,a,,552,1611871443058,task4.py
e,x,,552,1611871443194,task4.py
k,x,,553,1611871443194,task4.py
e, ,,553,1611871444401,task4.py
k, ,,554,1611871444402,task4.py
e,=,,554,1611871444483,task4.py
k,=,,555,1611871444483,task4.py
e, ,,555,1611871444595,task4.py
k, ,,556,1611871444595,task4.py
e,f,,556,1611871446231,task4.py
k,f,,557,1611871446231,task4.py
e,e,,557,1611871446316,task4.py
k,e,,558,1611871446325,task4.py
e,d,,558,1611871446529,task4.py
k,d,,559,1611871446536,task4.py
a,Choose Lookup Item,,,1611871446889,task4.py
e,Tax,,559,1611871446906,task4.py
e, ,,562,1611871447417,task4.py
k, ,,563,1611871447417,task4.py
e,+,,563,1611871447697,task4.py
k,+,,564,1611871447698,task4.py
e, ,,564,1611871447856,task4.py
k, ,,565,1611871447857,task4.py
e,s,,565,1611871449066,task4.py
k,s,,566,1611871449066,task4.py
a,Choose Lookup Item,,,1611871449764,task4.py
e,tateTax,,566,1611871449783,task4.py
a,Backspace,,,1611871453183,task4.py
e,,x,611,1611871453201,task4.py
a,Backspace,,,1611871453712,task4.py
e,,a,610,1611871453727,task4.py
a,Backspace,,,1611871453753,task4.py
e,,T,609,1611871453765,task4.py
a,Backspace,,,1611871453783,task4.py
e,,e,608,1611871453794,task4.py
a,Backspace,,,1611871453813,task4.py
e,,t,607,1611871453826,task4.py
a,Backspace,,,1611871453844,task4.py
e,,a,606,1611871453855,task4.py
a,Backspace,,,1611871453874,task4.py
e,,t,605,1611871453886,task4.py
a,Backspace,,,1611871453904,task4.py
e,,s,604,1611871453917,task4.py
a,Backspace,,,1611871453937,task4.py
e,, ,603,1611871453951,task4.py
a,Backspace,,,1611871453969,task4.py
e,,+,602,1611871453981,task4.py
a,Backspace,,,1611871453999,task4.py
e,, ,601,1611871454010,task4.py
a,Backspace,,,1611871454136,task4.py
e,,x,600,1611871454154,task4.py
a,Backspace,,,1611871454310,task4.py
e,,a,599,1611871454323,task4.py
a,Backspace,,,1611871454453,task4.py
e,,T,598,1611871454468,task4.py
a,Backspace,,,1611871454614,task4.py
e,,d,597,1611871454629,task4.py
a,Backspace,,,1611871454770,task4.py
e,,e,596,1611871454786,task4.py
a,Backspace,,,1611871454919,task4.py
e,,f,595,1611871454934,task4.py
e,t,,595,1611871455416,task4.py
k,t,,596,1611871455416,task4.py
e,o,,596,1611871455446,task4.py
k,o,,597,1611871455447,task4.py
e,t,,597,1611871455601,task4.py
k,t,,598,1611871455610,task4.py
a,Choose Lookup Item,,,1611871456027,task4.py
e,alTax,,598,1611871456044,task4.py
a,Backspace,,,1611871461111,task4.py
e,,x,1519,1611871461125,task4.py
a,Backspace,,,1611871461514,task4.py
e,,a,1518,1611871461529,task4.py
a,Backspace,,,1611871461744,task4.py
e,,T,1517,1611871461762,task4.py
a,Backspace,,,1611871461894,task4.py
e,,d,1516,1611871461909,task4.py
a,Backspace,,,1611871462063,task4.py
e,,e,1515,1611871462078,task4.py
a,Backspace,,,1611871462494,task4.py
e,,f,1514,1611871462506,task4.py
e,t,,1514,1611871462800,task4.py
k,t,,1515,1611871462800,task4.py
e,o,,1515,1611871462851,task4.py
k,o,,1516,1611871462852,task4.py
e,t,,1516,1611871462943,task4.py
k,t,,1517,1611871462949,task4.py
e,a,,1517,1611871463010,task4.py
k,a,,1518,1611871463017,task4.py
a,Choose Lookup Item,,,1611871464420,task4.py
e,lTax,,1518,1611871464437,task4.py
e,r,,556,1611871501093,task4.py
k,r,,557,1611871501094,task4.py
e,o,,557,1611871501137,task4.py
k,o,,558,1611871501138,task4.py
e,u,,558,1611871501209,task4.py
k,u,,559,1611871501217,task4.py
e,n,,559,1611871501399,task4.py
k,n,,560,1611871501403,task4.py
e,d,,560,1611871501502,task4.py
k,d,,561,1611871501507,task4.py
e,(,,561,1611871502515,task4.py
k,(,,562,1611871502516,task4.py
a,Right,,,1611871503070,task4.py
a,Right,,,1611871503609,task4.py
a,Right,,,1611871503641,task4.py
a,Right,,,1611871503670,task4.py
a,Right,,,1611871503701,task4.py
a,Right,,,1611871503731,task4.py
a,Right,,,1611871503761,task4.py
a,Right,,,1611871503791,task4.py
a,Right,,,1611871503823,task4.py
a,Right,,,1611871503852,task4.py
a,Right,,,1611871503883,task4.py
a,Right,,,1611871503913,task4.py
a,Right,,,1611871503944,task4.py
a,Right,,,1611871503984,task4.py
a,Right,,,1611871504014,task4.py
a,Right,,,1611871504044,task4.py
a,Right,,,1611871504290,task4.py
e,",",,579,1611871505663,task4.py
k,",",,580,1611871505664,task4.py
e, ,,580,1611871505789,task4.py
k, ,,581,1611871505790,task4.py
e,2,,581,1611871506049,task4.py
k,2,,582,1611871506050,task4.py
e,0,,582,1611871507040,task4.py
k,0,,583,1611871507040,task4.py
a,Backspace,,,1611871507862,task4.py
e,,0,582,1611871507873,task4.py
e,),,582,1611871508232,task4.py
k,),,583,1611871508232,task4.py
t,Lockout:452448.0,,583,1611871963161,task4.py
t,Response:452448.0,,583,1611880988458,task4.py
t,OFF:452448.0,,583,1611880990001,task4.py
a,Enter,,,1611881014768,task4.py
e,"
",,1553,1611881014795,task4.py
e,m,,1553,1611881015597,task4.py
k,m,,1554,1611881015597,task4.py
e,s,,1554,1611881015703,task4.py
k,s,,1555,1611881015710,task4.py
e,g,,1555,1611881016230,task4.py
k,g,,1556,1611881016237,task4.py
e, ,,1556,1611881016342,task4.py
k, ,,1557,1611881016342,task4.py
e,+,,1557,1611881016652,task4.py
k,+,,1558,1611881016653,task4.py
e,=,,1558,1611881016813,task4.py
k,=,,1559,1611881016813,task4.py
e, ,,1559,1611881016906,task4.py
k, ,,1560,1611881016906,task4.py
e,"""",,1560,1611881018001,task4.py
e,"""",,1561,1611881018009,task4.py
k,"""",,1561,1611881018010,task4.py
e,\,,1561,1611881018722,task4.py
k,\,,1562,1611881018722,task4.py
e,n,,1562,1611881018819,task4.py
k,n,,1563,1611881018819,task4.py
e,\,,1563,1611881019157,task4.py
k,\,,1564,1611881019157,task4.py
e,n,,1564,1611881019221,task4.py
k,n,,1565,1611881019221,task4.py
a,Right,,,1611881020414,task4.py
a,Enter,,,1611881020653,task4.py
e,"
",,1567,1611881020662,task4.py
e,m,,1567,1611881021747,task4.py
k,m,,1568,1611881021747,task4.py
e,s,,1568,1611881021824,task4.py
k,s,,1569,1611881021830,task4.py
e,g,,1569,1611881021891,task4.py
k,g,,1570,1611881021898,task4.py
e, ,,1570,1611881022321,task4.py
k, ,,1571,1611881022321,task4.py
e,+,,1571,1611881022645,task4.py
k,+,,1572,1611881022645,task4.py
e,=,,1572,1611881022784,task4.py
k,=,,1573,1611881022784,task4.py
e, ,,1573,1611881022908,task4.py
k, ,,1574,1611881022909,task4.py
a,Backspace,,,1611881024584,task4.py
e,, ,1573,1611881024589,task4.py
a,Backspace,,,1611881025103,task4.py
e,,=,1572,1611881025108,task4.py
a,Backspace,,,1611881025145,task4.py
e,,+,1571,1611881025150,task4.py
a,Backspace,,,1611881025175,task4.py
e,, ,1570,1611881025180,task4.py
a,Backspace,,,1611881025205,task4.py
e,,g,1569,1611881025210,task4.py
a,Backspace,,,1611881025237,task4.py
e,,s,1568,1611881025243,task4.py
a,Backspace,,,1611881025572,task4.py
e,,m,1567,1611881025577,task4.py
a,Copy,,,1611881035490,task4.py
c,"msg += format(""Total Deduction:"", "">"" + str(itemWidth))
msg += ""$ ""
msg += format(totalTax, "">"" + str(numDis))",,1442,1611881035491,task4.py
a,Paste,,,1611881037080,task4.py
p,"msg += format(""Total Deduction:"", "">"" + str(itemWidth))
msg += ""$ ""
msg += format(totalTax, "">"" + str(numDis))",,1567,1611881037080,task4.py
e,"msg += format(""Total Deduction:"", "">"" + str(itemWidth))
msg += ""$ ""
msg += format(totalTax, "">"" + str(numDis))",,1567,1611881037089,task4.py
a,Backspace,,,1611881038841,task4.py
e,,n,1596,1611881038850,task4.py
a,Backspace,,,1611881039361,task4.py
e,,o,1595,1611881039372,task4.py
a,Backspace,,,1611881039390,task4.py
e,,i,1594,1611881039399,task4.py
a,Backspace,,,1611881039423,task4.py
e,,t,1593,1611881039433,task4.py
a,Backspace,,,1611881039453,task4.py
e,,c,1592,1611881039461,task4.py
a,Backspace,,,1611881039484,task4.py
e,,u,1591,1611881039493,task4.py
a,Backspace,,,1611881039515,task4.py
e,,d,1590,1611881039524,task4.py
a,Backspace,,,1611881039545,task4.py
e,,e,1589,1611881039553,task4.py
a,Backspace,,,1611881039576,task4.py
e,,D,1588,1611881039585,task4.py
a,Backspace,,,1611881039958,task4.py
e,, ,1587,1611881039968,task4.py
a,Backspace,,,1611881040185,task4.py
e,,l,1586,1611881040194,task4.py
a,Backspace,,,1611881040430,task4.py
e,,a,1585,1611881040441,task4.py
a,Backspace,,,1611881040652,task4.py
e,,t,1584,1611881040660,task4.py
a,Backspace,,,1611881040884,task4.py
e,,o,1583,1611881040892,task4.py
a,Backspace,,,1611881041155,task4.py
e,,T,1582,1611881041164,task4.py
e,N,,1582,1611881041682,task4.py
k,N,,1583,1611881041682,task4.py
e,e,,1583,1611881041795,task4.py
k,e,,1584,1611881041795,task4.py
e,w,,1584,1611881041874,task4.py
k,w,,1585,1611881041874,task4.py
e, ,,1585,1611881041956,task4.py
k, ,,1586,1611881041956,task4.py
a,Backspace,,,1611881042587,task4.py
e,, ,1585,1611881042592,task4.py
a,Backspace,,,1611881042873,task4.py
e,,w,1584,1611881042878,task4.py
e,t,,1584,1611881043196,task4.py
k,t,,1585,1611881043196,task4.py
e, ,,1585,1611881043274,task4.py
k, ,,1586,1611881043274,task4.py
e,P,,1586,1611881043736,task4.py
k,P,,1587,1611881043737,task4.py
e,a,,1587,1611881043856,task4.py
k,a,,1588,1611881043856,task4.py
e,y,,1588,1611881044013,task4.py
k,y,,1589,1611881044014,task4.py
a,Backspace,,,1611881048122,task4.py
e,,x,1648,1611881048131,task4.py
a,Backspace,,,1611881048294,task4.py
e,,a,1647,1611881048304,task4.py
a,Backspace,,,1611881048455,task4.py
e,,T,1646,1611881048464,task4.py
a,Backspace,,,1611881048616,task4.py
e,,l,1645,1611881048625,task4.py
a,Backspace,,,1611881048783,task4.py
e,,a,1644,1611881048793,task4.py
a,Backspace,,,1611881048946,task4.py
e,,t,1643,1611881048953,task4.py
a,Backspace,,,1611881049116,task4.py
e,,o,1642,1611881049124,task4.py
a,Backspace,,,1611881049405,task4.py
e,,t,1641,1611881049414,task4.py
e,n,,1641,1611881049982,task4.py
k,n,,1642,1611881049982,task4.py
e,e,,1642,1611881050061,task4.py
k,e,,1643,1611881050067,task4.py
a,Choose Lookup Item,,,1611881050563,task4.py
e,tPay,,1643,1611881050577,task4.py
e,(,,460,1611881093784,task4.py
k,(,,461,1611881093785,task4.py
a,Left,,,1611881095224,task4.py
e,f,,460,1611881096275,task4.py
k,f,,461,1611881096275,task4.py
e,o,,461,1611881096329,task4.py
k,o,,462,1611881096335,task4.py
e,r,,462,1611881096453,task4.py
k,r,,463,1611881096457,task4.py
e,m,,463,1611881096540,task4.py
k,m,,464,1611881096543,task4.py
e,a,,464,1611881096631,task4.py
k,a,,465,1611881096635,task4.py
e,t,,465,1611881096707,task4.py
k,t,,466,1611881096710,task4.py
e,",",,485,1611881099075,task4.py
k,",",,486,1611881099075,task4.py
e, ,,486,1611881099174,task4.py
k, ,,487,1611881099174,task4.py
e,"""",,487,1611881099993,task4.py
k,"""",,488,1611881100001,task4.py
e,"""",,488,1611881100001,task4.py
e,.,,488,1611881101212,task4.py
k,.,,489,1611881101212,task4.py
e,2,,489,1611881101280,task4.py
k,2,,490,1611881101281,task4.py
e,f,,490,1611881101490,task4.py
k,f,,491,1611881101491,task4.py
k,"""",,492,1611881101809,task4.py
e,),,492,1611881102681,task4.py
k,),,493,1611881102682,task4.py
e,f,,423,1611881147555,task4.py
k,f,,424,1611881147556,task4.py
e,l,,424,1611881147636,task4.py
k,l,,425,1611881147641,task4.py
e,o,,425,1611881147769,task4.py
k,o,,426,1611881147773,task4.py
e,a,,426,1611881147813,task4.py
k,a,,427,1611881147816,task4.py
e,t,,427,1611881147910,task4.py
k,t,,428,1611881147916,task4.py
e,(,,428,1611881150030,task4.py
k,(,,429,1611881150031,task4.py
a,Right,,,1611881150581,task4.py
a,Right,,,1611881150770,task4.py
a,Right,,,1611881150980,task4.py
a,Right,,,1611881151132,task4.py
e,),,433,1611881151572,task4.py
k,),,434,1611881151572,task4.py
a,Backspace,,,1611881156635,task4.py
e,,t,427,1611881156644,task4.py
a,Backspace,,,1611881156808,task4.py
e,,a,426,1611881156816,task4.py
a,Backspace,,,1611881156969,task4.py
e,,o,425,1611881156978,task4.py
a,Backspace,,,1611881157125,task4.py
e,,l,424,1611881157135,task4.py
a,Backspace,,,1611881157326,task4.py
e,,f,423,1611881157336,task4.py
a,Backspace,,,1611881157651,task4.py
e,, ,422,1611881157660,task4.py
e, ,,422,1611881159005,task4.py
k, ,,423,1611881159005,task4.py
a,Right,,,1611881159184,task4.py
a,Backspace,,,1611881159801,task4.py
e,,(,423,1611881159810,task4.py
a,Right,,,1611881160437,task4.py
a,Right,,,1611881160577,task4.py
a,Right,,,1611881160750,task4.py
a,Right,,,1611881160876,task4.py
a,Right,,,1611881161083,task4.py
a,Backspace,,,1611881161645,task4.py
e,,),427,1611881161649,task4.py
a,Backspace,,,1611881174160,task4.py
e,,),492,1611881174166,task4.py
a,Backspace,,,1611881174352,task4.py
e,,"""",491,1611881174361,task4.py
a,Backspace,,,1611881174494,task4.py
e,,f,490,1611881174502,task4.py
a,Backspace,,,1611881175030,task4.py
e,,2,489,1611881175039,task4.py
a,Backspace,,,1611881175061,task4.py
e,,.,488,1611881175066,task4.py
a,Backspace,,,1611881175092,task4.py
e,,"""",487,1611881175097,task4.py
a,Backspace,,,1611881175121,task4.py
e,, ,486,1611881175126,task4.py
a,Backspace,,,1611881175303,task4.py
e,,",",485,1611881175308,task4.py
a,Left,,,1611881176080,task4.py
a,Left,,,1611881176598,task4.py
a,Left,,,1611881176631,task4.py
a,Left,,,1611881176662,task4.py
a,Left,,,1611881176692,task4.py
a,Left,,,1611881176722,task4.py
a,Left,,,1611881176753,task4.py
a,Left,,,1611881176784,task4.py
a,Left,,,1611881176811,task4.py
a,Left,,,1611881176844,task4.py
a,Left,,,1611881176875,task4.py
a,Left,,,1611881176905,task4.py
a,Left,,,1611881176938,task4.py
a,Left,,,1611881176988,task4.py
a,Left,,,1611881177020,task4.py
a,Left,,,1611881177050,task4.py
a,Left,,,1611881177081,task4.py
a,Left,,,1611881177111,task4.py
a,Left,,,1611881177398,task4.py
a,Backspace,,,1611881178033,task4.py
e,,t,465,1611881178037,task4.py
a,Backspace,,,1611881178552,task4.py
e,,a,464,1611881178561,task4.py
a,Backspace,,,1611881178582,task4.py
e,,m,463,1611881178587,task4.py
a,Backspace,,,1611881178613,task4.py
e,,r,462,1611881178617,task4.py
a,Backspace,,,1611881178643,task4.py
e,,o,461,1611881178648,task4.py
a,Backspace,,,1611881178963,task4.py
e,,f,460,1611881178969,task4.py
a,Backspace,,,1611881187120,task4.py
e,,(,460,1611881187125,task4.py
e,r,,460,1611881201799,task4.py
k,r,,461,1611881201799,task4.py
e,o,,461,1611881201833,task4.py
k,o,,462,1611881201834,task4.py
e,u,,462,1611881201893,task4.py
k,u,,463,1611881201899,task4.py
e,n,,463,1611881202102,task4.py
k,n,,464,1611881202105,task4.py
e,d,,464,1611881202163,task4.py
k,d,,465,1611881202167,task4.py
e,(,,465,1611881203217,task4.py
k,(,,466,1611881203218,task4.py
e,",",,484,1611881206112,task4.py
k,",",,485,1611881206113,task4.py
e, ,,485,1611881206204,task4.py
k, ,,486,1611881206204,task4.py
e,2,,486,1611881206855,task4.py
k,2,,487,1611881206855,task4.py
e,),,487,1611881207616,task4.py
k,),,488,1611881207616,task4.py
a,Backspace,,,1611881213151,task4.py
e,,d,464,1611881213159,task4.py
a,Backspace,,,1611881213683,task4.py
e,,n,463,1611881213692,task4.py
a,Backspace,,,1611881213713,task4.py
e,,u,462,1611881213722,task4.py
a,Backspace,,,1611881213746,task4.py
e,,o,461,1611881213758,task4.py
a,Backspace,,,1611881213979,task4.py
e,,r,460,1611881213988,task4.py
e,f,,460,1611881214445,task4.py
k,f,,461,1611881214446,task4.py
e,o,,461,1611881214553,task4.py
k,o,,462,1611881214558,task4.py
e,r,,462,1611881215224,task4.py
k,r,,463,1611881215228,task4.py
e,m,,463,1611881215292,task4.py
k,m,,464,1611881215294,task4.py
e,a,,464,1611881215385,task4.py
k,a,,465,1611881215387,task4.py
e,t,,465,1611881215475,task4.py
k,t,,466,1611881215478,task4.py
a,Backspace,,,1611881218335,task4.py
e,,2,487,1611881218346,task4.py
e,.,,487,1611881220720,task4.py
k,.,,488,1611881220720,task4.py
e,2,,488,1611881220833,task4.py
k,2,,489,1611881220841,task4.py
e,f,,489,1611881221017,task4.py
k,f,,490,1611881221017,task4.py
a,Left,,,1611881222485,task4.py
a,Left,,,1611881222664,task4.py
a,Left,,,1611881222841,task4.py
e,"""",,487,1611881223414,task4.py
e,"""",,487,1611881223423,task4.py
k,"""",,488,1611881223423,task4.py
a,Right,,,1611881223810,task4.py
a,Right,,,1611881223971,task4.py
a,Left,,,1611881224349,task4.py
a,Backspace,,,1611881224820,task4.py
e,,"""",487,1611881224824,task4.py
a,Right,,,1611881225251,task4.py
a,Right,,,1611881225454,task4.py
a,Right,,,1611881225640,task4.py
e,"""",,491,1611881226193,task4.py
k,"""",,492,1611881226193,task4.py
a,Backspace,,,1611881229431,task4.py
e,,t,471,1611881229440,task4.py
a,Backspace,,,1611881229592,task4.py
e,,a,470,1611881229601,task4.py
a,Backspace,,,1611881229748,task4.py
e,,o,469,1611881229759,task4.py
a,Backspace,,,1611881229917,task4.py
e,,l,468,1611881229926,task4.py
a,Backspace,,,1611881230097,task4.py
e,,f,467,1611881230106,task4.py
a,Backspace,,,1611881268619,task4.py
e,,),487,1611881268631,task4.py
a,Backspace,,,1611881268829,task4.py
e,,"""",486,1611881268839,task4.py
a,Backspace,,,1611881268992,task4.py
e,,f,485,1611881269001,task4.py
a,Backspace,,,1611881269148,task4.py
e,,2,484,1611881269156,task4.py
a,Backspace,,,1611881269307,task4.py
e,,.,483,1611881269318,task4.py
a,Backspace,,,1611881269468,task4.py
e,,"""",482,1611881269477,task4.py
a,Backspace,,,1611881269736,task4.py
e,, ,481,1611881269745,task4.py
a,Backspace,,,1611881270037,task4.py
e,,",",480,1611881270047,task4.py
a,Left,,,1611881270604,task4.py
a,Left,,,1611881271122,task4.py
a,Left,,,1611881271154,task4.py
a,Left,,,1611881271184,task4.py
a,Left,,,1611881271242,task4.py
a,Left,,,1611881271267,task4.py
a,Left,,,1611881271298,task4.py
a,Left,,,1611881271328,task4.py
a,Left,,,1611881271360,task4.py
a,Left,,,1611881271395,task4.py
a,Left,,,1611881271420,task4.py
a,Left,,,1611881271450,task4.py
a,Left,,,1611881271480,task4.py
a,Left,,,1611881271663,task4.py
a,Backspace,,,1611881272294,task4.py
e,,t,465,1611881272304,task4.py
a,Backspace,,,1611881272810,task4.py
e,,a,464,1611881272818,task4.py
a,Backspace,,,1611881272840,task4.py
e,,m,463,1611881272849,task4.py
a,Backspace,,,1611881272871,task4.py
e,,r,462,1611881272880,task4.py
a,Backspace,,,1611881272900,task4.py
e,,o,461,1611881272911,task4.py
a,Backspace,,,1611881273105,task4.py
e,,f,460,1611881273114,task4.py
a,Backspace,,,1611881273426,task4.py
e,, ,459,1611881273436,task4.py
e, ,,459,1611881274360,task4.py
k, ,,460,1611881274360,task4.py
a,Right,,,1611881275094,task4.py
a,Backspace,,,1611881276520,task4.py
e,,(,460,1611881276528,task4.py
e,f,,460,1611881288565,task4.py
k,f,,461,1611881288566,task4.py
e,l,,461,1611881288616,task4.py
k,l,,462,1611881288620,task4.py
e,o,,462,1611881288781,task4.py
k,o,,463,1611881288785,task4.py
e,a,,463,1611881288821,task4.py
k,a,,464,1611881288824,task4.py
e,t,,464,1611881288955,task4.py
k,t,,465,1611881288960,task4.py
a,Enter,,,1611881327845,task4.py
e,"
",,616,1611881327855,task4.py
e,f,,616,1611881329245,task4.py
k,f,,617,1611881329245,task4.py
e,o,,617,1611881329608,task4.py
k,o,,618,1611881329613,task4.py
e,r,,618,1611881329679,task4.py
k,r,,619,1611881329683,task4.py
e,m,,619,1611881329773,task4.py
k,m,,620,1611881329779,task4.py
e,a,,620,1611881329906,task4.py
k,a,,621,1611881329909,task4.py
e,t,,621,1611881329985,task4.py
k,t,,622,1611881329988,task4.py
e,(,,622,1611881331526,task4.py
e,),,623,1611881331535,task4.py
k,(,,623,1611881331535,task4.py
e,g,,623,1611881332902,task4.py
k,g,,624,1611881332903,task4.py
e,r,,624,1611881333163,task4.py
k,r,,625,1611881333170,task4.py
e,o,,625,1611881333217,task4.py
k,o,,626,1611881333219,task4.py
e,s,,626,1611881333350,task4.py
k,s,,627,1611881333355,task4.py
e,s,,627,1611881333532,task4.py
k,s,,628,1611881333535,task4.py
e,p,,628,1611881333639,task4.py
k,p,,629,1611881333641,task4.py
e,a,,629,1611881333778,task4.py
k,a,,630,1611881333781,task4.py
e,y,,630,1611881334391,task4.py
k,y,,631,1611881334394,task4.py
e,",",,631,1611881335069,task4.py
k,",",,632,1611881335069,task4.py
e, ,,632,1611881335167,task4.py
k, ,,633,1611881335167,task4.py
e,"""",,633,1611881335520,task4.py
e,"""",,633,1611881335528,task4.py
k,"""",,634,1611881335529,task4.py
e,.,,634,1611881337317,task4.py
k,.,,635,1611881337317,task4.py
e,2,,635,1611881337410,task4.py
k,2,,636,1611881337410,task4.py
e,f,,636,1611881337652,task4.py
k,f,,637,1611881337652,task4.py
a,Left,,,1611881343918,task4.py
a,Backspace,,,1611881344363,task4.py
e,,p,628,1611881344374,task4.py
e,P,,628,1611881344713,task4.py
k,P,,629,1611881344713,task4.py
a,Backspace,,,1611881352957,task4.py
e,,2,635,1611881352967,task4.py
e,4,,635,1611881353062,task4.py
k,4,,636,1611881353063,task4.py
a,Backspace,,,1611881354146,task4.py
e,,4,635,1611881354151,task4.py
e,3,,635,1611881354254,task4.py
k,3,,636,1611881354254,task4.py
a,Backspace,,,1611881358610,task4.py
e,,"format(grossPay, "".3f"")",616,1611881358614,task4.py
a,Backspace,,,1611881359041,task4.py
e,,"
",616,1611881359051,task4.py
a,Enter,,,1611881359947,task4.py
e,"
",,616,1611881359952,task4.py
e,",",,999,1611881445652,task4.py
k,",",,1000,1611881445652,task4.py
e, ,,1000,1611881445712,task4.py
k, ,,1001,1611881445712,task4.py
e,"""",,1001,1611881446693,task4.py
e,"""",,1001,1611881446704,task4.py
k,"""",,1002,1611881446704,task4.py
e,.,,1002,1611881448217,task4.py
k,.,,1003,1611881448218,task4.py
e,2,,1003,1611881448320,task4.py
k,2,,1004,1611881448320,task4.py
e,f,,1004,1611881448711,task4.py
k,f,,1005,1611881448711,task4.py
a,Backspace,,,1611881462489,task4.py
e,,"""",1005,1611881462500,task4.py
a,Backspace,,,1611881462665,task4.py
e,,f,1004,1611881462674,task4.py
a,Backspace,,,1611881462847,task4.py
e,,2,1003,1611881462855,task4.py
a,Backspace,,,1611881463047,task4.py
e,,.,1002,1611881463052,task4.py
a,Backspace,,,1611881463281,task4.py
e,,"""",1001,1611881463286,task4.py
a,Backspace,,,1611881463615,task4.py
e,, ,1000,1611881463620,task4.py
a,Backspace,,,1611881463974,task4.py
e,,",",999,1611881463979,task4.py
e,.,,980,1611881480843,task4.py
k,.,,981,1611881480844,task4.py
e,f,,981,1611881481587,task4.py
k,f,,982,1611881481594,task4.py
e,o,,982,1611881481644,task4.py
k,o,,983,1611881481650,task4.py
e,r,,983,1611881481772,task4.py
k,r,,984,1611881481776,task4.py
e,m,,984,1611881481843,task4.py
k,m,,985,1611881481846,task4.py
e,a,,985,1611881481948,task4.py
k,a,,986,1611881481951,task4.py
e,t,,986,1611881482059,task4.py
k,t,,987,1611881482063,task4.py
e,(,,987,1611881483086,task4.py
e,),,988,1611881483095,task4.py
k,(,,988,1611881483095,task4.py
e,"""",,988,1611881484412,task4.py
k,"""",,989,1611881484413,task4.py
e,2,,989,1611881487144,task4.py
k,2,,990,1611881487144,task4.py
e,.,,990,1611881487231,task4.py
k,.,,991,1611881487231,task4.py
a,Backspace,,,1611881488642,task4.py
