e,"# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(f'Hi, {name}')  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
",,0,1611774420254,main.py
k,p,,378,1611776721104,task1.py
e,r,,378,1611776721210,task1.py
k,r,,379,1611776721215,task1.py
e,i,,379,1611776721262,task1.py
k,i,,380,1611776721268,task1.py
e,n,,380,1611776721342,task1.py
k,n,,381,1611776721345,task1.py
e,t,,381,1611776721449,task1.py
k,t,,382,1611776721452,task1.py
e,(,,382,1611776722070,task1.py
e,),,383,1611776722078,task1.py
k,(,,383,1611776722079,task1.py
e,m,,383,1611776722358,task1.py
k,m,,384,1611776722359,task1.py
a,Choose Lookup Item,,,1611776723954,task1.py
e,Interest,,384,1611776723965,task1.py
a,Right,,,1611776738479,task1.py
a,Backspace,,,1611776744265,task1.py
e,,),375,1611776744274,task1.py
a,Backspace,,,1611776781421,task1.py
e,,0,217,1611776781433,task1.py
e,0,,217,1611776804313,task1.py
k,0,,218,1611776804313,task1.py
a,Backspace,,,1611776815075,task1.py
e,,print(mInterest),376,1611776815084,task1.py
a,Up,,,1611776815675,task1.py
a,Up,,,1611776815829,task1.py
a,Up,,,1611776815982,task1.py
e,p,,283,1611776817198,task1.py
k,p,,284,1611776817198,task1.py
e,r,,284,1611776817324,task1.py
k,r,,285,1611776817331,task1.py
e,i,,285,1611776817368,task1.py
k,i,,286,1611776817373,task1.py
e,n,,286,1611776817444,task1.py
k,n,,287,1611776817448,task1.py
e,t,,287,1611776817530,task1.py
k,t,,288,1611776817533,task1.py
e,m,,288,1611776817876,task1.py
k,m,,289,1611776817881,task1.py
a,Backspace,,,1611776818322,task1.py
e,,m,288,1611776818327,task1.py
e,(,,288,1611776818870,task1.py
e,),,289,1611776818878,task1.py
k,(,,289,1611776818879,task1.py
e,m,,289,1611776819603,task1.py
k,m,,290,1611776819604,task1.py
a,Choose Lookup Item,,,1611776820906,task1.py
e,Interest,,290,1611776820916,task1.py
a,Right,,,1611776822378,task1.py
a,Enter,,,1611776823016,task1.py
e,"
",,300,1611776823026,task1.py
e,p,,300,1611776823700,task1.py
k,p,,301,1611776823700,task1.py
e,r,,301,1611776823792,task1.py
k,r,,302,1611776823798,task1.py
e,i,,302,1611776823884,task1.py
k,i,,303,1611776823889,task1.py
e,n,,303,1611776823960,task1.py
k,n,,304,1611776823966,task1.py
e,t,,304,1611776824065,task1.py
k,t,,305,1611776824068,task1.py
e,(,,305,1611776825401,task1.py
e,),,306,1611776825409,task1.py
k,(,,306,1611776825410,task1.py
e,m,,306,1611776825936,task1.py
k,m,,307,1611776825936,task1.py
e,o,,307,1611776826168,task1.py
k,o,,308,1611776826175,task1.py
e,n,,308,1611776826269,task1.py
k,n,,309,1611776826274,task1.py
a,Choose Lookup Item,,,1611776826622,task1.py
e,ths,,309,1611776826635,task1.py
a,Backspace,,,1611776855054,task1.py
e,,t,369,1611776855065,task1.py
a,Backspace,,,1611776855323,task1.py
e,,n,368,1611776855333,task1.py
a,Backspace,,,1611776855574,task1.py
e,,u,367,1611776855582,task1.py
a,Backspace,,,1611776855916,task1.py
e,,o,366,1611776855927,task1.py
a,Backspace,,,1611776856244,task1.py
e,,m,365,1611776856252,task1.py
a,Backspace,,,1611776856600,task1.py
e,,a,364,1611776856609,task1.py
e,p,,364,1611776857226,task1.py
k,p,,365,1611776857227,task1.py
e,a,,365,1611776858129,task1.py
k,a,,366,1611776858134,task1.py
a,Choose Lookup Item,,,1611776858448,task1.py
e,yment,,366,1611776858459,task1.py
a,Backspace,,,1611776867792,task1.py
e,,"print(mInterest)
print(months)",283,1611776867801,task1.py
e,(,,344,1611776894231,task1.py
k,(,,345,1611776894232,task1.py
a,Right,,,1611776894724,task1.py
a,Right,,,1611776895241,task1.py
a,Right,,,1611776895271,task1.py
a,Right,,,1611776895304,task1.py
a,Right,,,1611776895337,task1.py
a,Right,,,1611776895364,task1.py
a,Right,,,1611776895396,task1.py
a,Right,,,1611776895427,task1.py
a,Right,,,1611776895457,task1.py
a,Right,,,1611776895486,task1.py
a,Right,,,1611776895518,task1.py
a,Right,,,1611776895549,task1.py
a,Right,,,1611776895579,task1.py
a,Right,,,1611776895611,task1.py
a,Left,,,1611776896363,task1.py
e,),,358,1611776896729,task1.py
k,),,359,1611776896729,task1.py
e,),,331,1611776900658,task1.py
k,),,332,1611776900659,task1.py
a,Right,,,1611776901150,task1.py
a,Right,,,1611776901343,task1.py
a,Right,,,1611776901496,task1.py
e,(,,335,1611776902042,task1.py
k,(,,336,1611776902043,task1.py
a,Right,,,1611776902327,task1.py
a,Right,,,1611776902850,task1.py
a,Right,,,1611776902879,task1.py
a,Right,,,1611776902910,task1.py
a,Right,,,1611776902942,task1.py
a,Right,,,1611776903000,task1.py
a,Right,,,1611776903025,task1.py
a,Right,,,1611776903055,task1.py
a,Right,,,1611776903085,task1.py
a,Right,,,1611776903116,task1.py
a,Right,,,1611776903152,task1.py
a,Right,,,1611776903177,task1.py
a,Right,,,1611776903207,task1.py
a,Right,,,1611776903237,task1.py
a,Right,,,1611776903271,task1.py
a,Right,,,1611776903299,task1.py
a,Right,,,1611776903328,task1.py
a,Right,,,1611776903358,task1.py
a,Right,,,1611776903389,task1.py
a,Right,,,1611776903419,task1.py
a,Right,,,1611776903449,task1.py
a,Right,,,1611776903498,task1.py
a,Right,,,1611776903523,task1.py
a,Right,,,1611776903552,task1.py
a,Right,,,1611776903582,task1.py
a,Right,,,1611776903613,task1.py
a,Right,,,1611776903644,task1.py
a,Right,,,1611776903676,task1.py
a,Right,,,1611776903707,task1.py
a,Right,,,1611776903737,task1.py
a,Right,,,1611776903768,task1.py
a,Right,,,1611776903798,task1.py
a,Right,,,1611776903830,task1.py
a,Right,,,1611776903859,task1.py
a,Right,,,1611776903889,task1.py
a,Right,,,1611776903919,task1.py
a,Right,,,1611776903951,task1.py
a,Right,,,1611776903982,task1.py
a,Right,,,1611776904022,task1.py
a,Right,,,1611776904067,task1.py
a,Right,,,1611776904094,task1.py
a,Right,,,1611776904332,task1.py
a,Right,,,1611776904512,task1.py
a,Right,,,1611776904717,task1.py
e,),,380,1611776905489,task1.py
k,),,381,1611776905489,task1.py
e,),,381,1611776906612,task1.py
k,),,382,1611776906612,task1.py
a,Backspace,,,1611776907300,task1.py
e,,),381,1611776907310,task1.py
a,Backspace,,,1611776907533,task1.py
e,,),380,1611776907539,task1.py
a,Backspace,,,1611776908381,task1.py
e,,),379,1611776908392,task1.py
e,),,379,1611776910241,task1.py
k,),,380,1611776910241,task1.py
e,(,,321,1611776914991,task1.py
k,(,,322,1611776914992,task1.py
e,),,381,1611776917158,task1.py
k,),,382,1611776917158,task1.py
a,Backspace,,,1611776930495,task1.py
e,,(,347,1611776930505,task1.py
a,Right,,,1611776930620,task1.py
a,Right,,,1611776931141,task1.py
a,Right,,,1611776931172,task1.py
a,Right,,,1611776931203,task1.py
a,Right,,,1611776931242,task1.py
a,Right,,,1611776931284,task1.py
a,Right,,,1611776931316,task1.py
a,Right,,,1611776931346,task1.py
a,Right,,,1611776931377,task1.py
a,Right,,,1611776931407,task1.py
a,Right,,,1611776931438,task1.py
a,Right,,,1611776931468,task1.py
a,Right,,,1611776931498,task1.py
a,Right,,,1611776931528,task1.py
a,Right,,,1611776931559,task1.py
a,Right,,,1611776931589,task1.py
a,Left,,,1611776931831,task1.py
a,Left,,,1611776932165,task1.py
a,Backspace,,,1611776932412,task1.py
e,,),360,1611776932421,task1.py
a,Right,,,1611776932611,task1.py
a,Right,,,1611776933361,task1.py
a,Right,,,1611776933726,task1.py
a,Right,,,1611776934248,task1.py
a,Right,,,1611776934279,task1.py
a,Right,,,1611776934310,task1.py
a,Right,,,1611776934342,task1.py
a,Right,,,1611776934383,task1.py
a,Right,,,1611776934428,task1.py
a,Right,,,1611776934456,task1.py
a,Right,,,1611776934485,task1.py
a,Right,,,1611776934516,task1.py
a,Right,,,1611776934547,task1.py
a,Right,,,1611776934577,task1.py
a,Right,,,1611776934607,task1.py
a,Right,,,1611776934637,task1.py
a,Right,,,1611776934667,task1.py
a,Right,,,1611776935085,task1.py
a,Right,,,1611776935482,task1.py
a,Right,,,1611776936638,task1.py
a,Left,,,1611776937652,task1.py
a,Left,,,1611776939207,task1.py
a,Backspace,,,1611776962199,task1.py
e,,t,108,1611776962209,task1.py
a,Backspace,,,1611776962518,task1.py
e,,n,107,1611776962527,task1.py
a,Backspace,,,1611776962821,task1.py
e,,i,106,1611776962832,task1.py
e,f,,106,1611776963336,task1.py
k,f,,107,1611776963336,task1.py
e,l,,107,1611776963392,task1.py
k,l,,108,1611776963396,task1.py
e,o,,108,1611776963541,task1.py
k,o,,109,1611776963544,task1.py
e,a,,109,1611776963592,task1.py
k,a,,110,1611776963595,task1.py
e,t,,110,1611776963709,task1.py
k,t,,111,1611776963714,task1.py
a,Up,,,1611776964269,task1.py
a,Left,,,1611776964536,task1.py
a,Left,,,1611776964706,task1.py
a,Left,,,1611776964868,task1.py
a,Backspace,,,1611776965368,task1.py
e,,t,63,1611776965377,task1.py
a,Backspace,,,1611776965558,task1.py
e,,n,62,1611776965570,task1.py
a,Backspace,,,1611776965753,task1.py
e,,i,61,1611776965764,task1.py
e,f,,61,1611776966265,task1.py
k,f,,62,1611776966266,task1.py
e,l,,62,1611776966378,task1.py
k,l,,63,1611776966382,task1.py
e,o,,63,1611776966561,task1.py
k,o,,64,1611776966565,task1.py
e,a,,64,1611776966599,task1.py
k,a,,65,1611776966602,task1.py
e,t,,65,1611776966727,task1.py
k,t,,66,1611776966733,task1.py
a,Backspace,,,1611776969479,task1.py
e,,t,234,1611776969489,task1.py
a,Backspace,,,1611776969653,task1.py
e,,n,233,1611776969662,task1.py
a,Backspace,,,1611776969860,task1.py
e,,i,232,1611776969869,task1.py
e,f,,232,1611776970279,task1.py
k,f,,233,1611776970279,task1.py
e,l,,233,1611776970396,task1.py
k,l,,234,1611776970401,task1.py
e,o,,234,1611776970532,task1.py
k,o,,235,1611776970536,task1.py
e,a,,235,1611776970590,task1.py
k,a,,236,1611776970594,task1.py
e,t,,236,1611776970711,task1.py
k,t,,237,1611776970716,task1.py
a,Backspace,,,1611776972765,task1.py
e,,t,277,1611776972790,task1.py
a,Backspace,,,1611776972950,task1.py
e,,n,276,1611776972959,task1.py
a,Backspace,,,1611776973215,task1.py
e,,i,275,1611776973225,task1.py
e,f,,275,1611776973582,task1.py
k,f,,276,1611776973582,task1.py
e,l,,276,1611776973663,task1.py
k,l,,277,1611776973668,task1.py
e,o,,277,1611776973800,task1.py
k,o,,278,1611776973804,task1.py
e,a,,278,1611776973834,task1.py
k,a,,279,1611776973837,task1.py
e,t,,279,1611776973928,task1.py
k,t,,280,1611776973933,task1.py
t,Lockout:452448.0,,290,1611777438277,task1.py
t,Response:452448.0,,290,1611777440982,task1.py
t,Lockout:452448.0,,290,1611777440983,task1.py
t,Response:452448.0,,290,1611777442827,task1.py
t,Lockout:452448.0,,290,1611777895373,task1.py
t,Response:452448.0,,290,1611778174773,task1.py
t,OFF:452448.0,,290,1611778177161,task1.py
a,Left,,,1611794630713,task1.py
e,(,,355,1611794672497,task1.py
k,(,,356,1611794672506,task1.py
a,Right,,,1611794672873,task1.py
a,Right,,,1611794673038,task1.py
a,Right,,,1611794673261,task1.py
e,),,359,1611794673633,task1.py
k,),,360,1611794673634,task1.py
a,Left,,,1611794673873,task1.py
a,Left,,,1611794674046,task1.py
a,Left,,,1611794674378,task1.py
a,Left,,,1611794674606,task1.py
a,Left,,,1611794674833,task1.py
e,(,,355,1611794675108,task1.py
k,(,,356,1611794675109,task1.py
a,Right,,,1611794675311,task1.py
a,Right,,,1611794675834,task1.py
a,Right,,,1611794675865,task1.py
a,Right,,,1611794675896,task1.py
a,Right,,,1611794675925,task1.py
a,Right,,,1611794675956,task1.py
a,Right,,,1611794675987,task1.py
a,Right,,,1611794676018,task1.py
a,Right,,,1611794676048,task1.py
a,Right,,,1611794676079,task1.py
a,Right,,,1611794676110,task1.py
a,Right,,,1611794676151,task1.py
a,Right,,,1611794676387,task1.py
a,Right,,,1611794676562,task1.py
a,Right,,,1611794676767,task1.py
e,),,371,1611794677167,task1.py
k,),,372,1611794677167,task1.py
a,Up,,,1611794716982,task1.py
e,f,,394,1611794722443,task1.py
k,f,,395,1611794722444,task1.py
e,i,,395,1611794723824,task1.py
k,i,,396,1611794723833,task1.py
e,n,,396,1611794723885,task1.py
k,n,,397,1611794723897,task1.py
e,a,,397,1611794723971,task1.py
k,a,,398,1611794723973,task1.py
e,l,,398,1611794724054,task1.py
k,l,,399,1611794724054,task1.py
e, ,,399,1611794724893,task1.py
k, ,,400,1611794724896,task1.py
e,=,,400,1611794725012,task1.py
k,=,,401,1611794725013,task1.py
e, ,,401,1611794725123,task1.py
k, ,,402,1611794725123,task1.py
e,f,,402,1611794726038,task1.py
k,f,,403,1611794726039,task1.py
e,V,,403,1611794726978,task1.py
k,V,,404,1611794726986,task1.py
e,a,,404,1611794727491,task1.py
k,a,,405,1611794727496,task1.py
e,l,,405,1611794727575,task1.py
k,l,,406,1611794727582,task1.py
e,u,,406,1611794727735,task1.py
k,u,,407,1611794727740,task1.py
e,e,,407,1611794727817,task1.py
k,e,,408,1611794727826,task1.py
a,Left,,,1611794728672,task1.py
a,Left,,,1611794729188,task1.py
a,Left,,,1611794729218,task1.py
a,Left,,,1611794729250,task1.py
a,Left,,,1611794729438,task1.py
a,Left,,,1611794729617,task1.py
a,Right,,,1611794733496,task1.py
a,Right,,,1611794734027,task1.py
a,Right,,,1611794734057,task1.py
a,Right,,,1611794734087,task1.py
a,Right,,,1611794734119,task1.py
a,Right,,,1611794734148,task1.py
a,Right,,,1611794734179,task1.py
a,Right,,,1611794734209,task1.py
a,Left,,,1611794734901,task1.py
a,Left,,,1611794735250,task1.py
a,Backspace,,,1611794735939,task1.py
e,,e,407,1611794735953,task1.py
a,Backspace,,,1611794736453,task1.py
e,,u,406,1611794736549,task1.py
a,Backspace,,,1611794736551,task1.py
e,,l,405,1611794736558,task1.py
a,Backspace,,,1611794736560,task1.py
e,,a,404,1611794736567,task1.py
a,Backspace,,,1611794736569,task1.py
e,,V,403,1611794736576,task1.py
a,Backspace,,,1611794736588,task1.py
e,,f,402,1611794736596,task1.py
a,Backspace,,,1611794736610,task1.py
e,, ,401,1611794736618,task1.py
a,Backspace,,,1611794736638,task1.py
e,,=,400,1611794736648,task1.py
a,Backspace,,,1611794736668,task1.py
e,, ,399,1611794736676,task1.py
a,Backspace,,,1611794736699,task1.py
e,,l,398,1611794736707,task1.py
a,Backspace,,,1611794736873,task1.py
e,,a,397,1611794736880,task1.py
a,Backspace,,,1611794737052,task1.py
e,,n,396,1611794737060,task1.py
a,Backspace,,,1611794737243,task1.py
e,,i,395,1611794737253,task1.py
a,Backspace,,,1611794737717,task1.py
e,,f,394,1611794737725,task1.py
e,f,,394,1611794751701,task1.py
k,f,,395,1611794751702,task1.py
e,o,,395,1611794751760,task1.py
k,o,,396,1611794751761,task1.py
e,m,,396,1611794751862,task1.py
k,m,,397,1611794751871,task1.py
a,Backspace,,,1611794752254,task1.py
e,,m,396,1611794752262,task1.py
a,Backspace,,,1611794752781,task1.py
e,,o,395,1611794752791,task1.py
e,r,,395,1611794753564,task1.py
k,r,,396,1611794753565,task1.py
e,o,,396,1611794753652,task1.py
k,o,,397,1611794753657,task1.py
a,Backspace,,,1611794754078,task1.py
e,,o,396,1611794754086,task1.py
a,Backspace,,,1611794754228,task1.py
e,,r,395,1611794754237,task1.py
e,o,,395,1611794754463,task1.py
k,o,,396,1611794754471,task1.py
e,r,,396,1611794754621,task1.py
k,r,,397,1611794754630,task1.py
e,m,,397,1611794754684,task1.py
k,m,,398,1611794754694,task1.py
e,a,,398,1611794754839,task1.py
k,a,,399,1611794754844,task1.py
e,t,,399,1611794754902,task1.py
k,t,,400,1611794754907,task1.py
e,v,,400,1611794756266,task1.py
k,v,,401,1611794756279,task1.py
e,a,,401,1611794756340,task1.py
k,a,,402,1611794756341,task1.py
e,l,,402,1611794756428,task1.py
k,l,,403,1611794756429,task1.py
a,Backspace,,,1611794756817,task1.py
e,,l,402,1611794756826,task1.py
a,Backspace,,,1611794756956,task1.py
e,,a,401,1611794756964,task1.py
a,Backspace,,,1611794757102,task1.py
e,,v,400,1611794757115,task1.py
e,V,,400,1611794757422,task1.py
k,V,,401,1611794757423,task1.py
e,a,,401,1611794757705,task1.py
k,a,,402,1611794757706,task1.py
e,l,,402,1611794757758,task1.py
k,l,,403,1611794757760,task1.py
e,u,,403,1611794757862,task1.py
k,u,,404,1611794757864,task1.py
e,e,,404,1611794757939,task1.py
k,e,,405,1611794757940,task1.py
e, ,,405,1611794758207,task1.py
k, ,,406,1611794758208,task1.py
e,=,,406,1611794758349,task1.py
k,=,,407,1611794758350,task1.py
e, ,,407,1611794758459,task1.py
k, ,,408,1611794758459,task1.py
e,f,,408,1611794782730,task1.py
k,f,,409,1611794782730,task1.py
e,o,,409,1611794782820,task1.py
k,o,,410,1611794782827,task1.py
e,m,,410,1611794782864,task1.py
k,m,,411,1611794782871,task1.py
a,Backspace,,,1611794783839,task1.py
e,,m,410,1611794783846,task1.py
a,Backspace,,,1611794784016,task1.py
e,,o,409,1611794784024,task1.py
e,o,,409,1611794784438,task1.py
k,o,,410,1611794784438,task1.py
e,r,,410,1611794784543,task1.py
k,r,,411,1611794784548,task1.py
e,m,,411,1611794784607,task1.py
k,m,,412,1611794784612,task1.py
e,a,,412,1611794784725,task1.py
k,a,,413,1611794784730,task1.py
e,t,,413,1611794784834,task1.py
k,t,,414,1611794784841,task1.py
e,(,,414,1611794786353,task1.py
e,),,415,1611794786364,task1.py
k,(,,415,1611794786366,task1.py
e,f,,415,1611794830208,task1.py
k,f,,416,1611794830209,task1.py
a,Choose Lookup Item,,,1611794831208,task1.py
e,Value,,416,1611794831225,task1.py
e,",",,421,1611794831956,task1.py
k,",",,422,1611794831956,task1.py
e, ,,422,1611794832469,task1.py
k, ,,423,1611794832470,task1.py
e,"""",,423,1611794834191,task1.py
e,"""",,423,1611794834202,task1.py
k,"""",,424,1611794834202,task1.py
e,2,,424,1611794834617,task1.py
k,2,,425,1611794834617,task1.py
a,Backspace,,,1611794835080,task1.py
e,,2,424,1611794835087,task1.py
e,.,,424,1611794835568,task1.py
k,.,,425,1611794835568,task1.py
e,2,,425,1611794836022,task1.py
k,2,,426,1611794836023,task1.py
e,f,,426,1611794836805,task1.py
k,f,,427,1611794836806,task1.py
e,o,,437,1611794850775,task1.py
k,o,,438,1611794850777,task1.py
e,r,,438,1611794850869,task1.py
k,r,,439,1611794850871,task1.py
e,m,,439,1611794850959,task1.py
k,m,,440,1611794850967,task1.py
e,a,,440,1611794851037,task1.py
k,a,,441,1611794851043,task1.py
e,t,,441,1611794851129,task1.py
k,t,,442,1611794851137,task1.py
e,F,,436,1611794881025,task1.py
k,F,,437,1611794881026,task1.py
e,u,,437,1611794881573,task1.py
k,u,,438,1611794881579,task1.py
a,Backspace,,,1611794882220,task1.py
e,,u,437,1611794882226,task1.py
a,Backspace,,,1611794882377,task1.py
e,,F,436,1611794882384,task1.py
e,"""",,436,1611794882998,task1.py
k,"""",,437,1611794882998,task1.py
e,F,,437,1611794883278,task1.py
k,F,,438,1611794883279,task1.py
e,u,,438,1611794883905,task1.py
k,u,,439,1611794883905,task1.py
e,t,,439,1611794884036,task1.py
k,t,,440,1611794884037,task1.py
e,u,,440,1611794884169,task1.py
k,u,,441,1611794884169,task1.py
e,r,,441,1611794884287,task1.py
k,r,,442,1611794884287,task1.py
e,e,,442,1611794884342,task1.py
k,e,,443,1611794884342,task1.py
e, ,,443,1611794884615,task1.py
k, ,,444,1611794884616,task1.py
e,V,,444,1611794885763,task1.py
k,V,,445,1611794885764,task1.py
e,a,,445,1611794886005,task1.py
k,a,,446,1611794886006,task1.py
e,l,,446,1611794886099,task1.py
k,l,,447,1611794886100,task1.py
e,u,,447,1611794886255,task1.py
k,u,,448,1611794886255,task1.py
e,e,,448,1611794886353,task1.py
k,e,,449,1611794886353,task1.py
e,:,,449,1611794889304,task1.py
k,:,,450,1611794889305,task1.py
e, ,,450,1611794891515,task1.py
k, ,,451,1611794891515,task1.py
e,$,,451,1611794892891,task1.py
k,$,,452,1611794892892,task1.py
e,"""",,452,1611794893194,task1.py
k,"""",,453,1611794893195,task1.py
a,Right,,,1611794894832,task1.py
a,Left,,,1611794895305,task1.py
e, ,,453,1611794895845,task1.py
k, ,,454,1611794895845,task1.py
e,+,,454,1611794896289,task1.py
k,+,,455,1611794896290,task1.py
e, ,,455,1611794896528,task1.py
k, ,,456,1611794896529,task1.py
a,Create Python script task2,,,1611794923287,task1.py
e,"# @@@@@@ @@@@@
# CS1400 - 001
# Assignment ??",,0,1611794923387,task2.py
a,Reformat,,,1611794923448,task1.py
e,"
",,45,1611794923484,task2.py
a,Backspace,,,1611794931462,task2.py
e,,?,44,1611794931476,task2.py
a,Backspace,,,1611794931622,task2.py
e,,?,43,1611794931633,task2.py
e,2,,43,1611794932473,task2.py
k,2,,44,1611794932473,task2.py
e,",",,44,1611794932772,task2.py
k,",",,45,1611794932772,task2.py
e, ,,45,1611794932971,task2.py
k, ,,46,1611794932971,task2.py
e,t,,46,1611794933325,task2.py
k,t,,47,1611794933325,task2.py
e,a,,47,1611794933412,task2.py
k,a,,48,1611794933413,task2.py
e,s,,48,1611794933536,task2.py
k,s,,49,1611794933536,task2.py
e,k,,49,1611794933673,task2.py
k,k,,50,1611794933674,task2.py
e, ,,50,1611794933762,task2.py
k, ,,51,1611794933763,task2.py
e,2,,51,1611794934064,task2.py
k,2,,52,1611794934064,task2.py
a,Down,,,1611794935246,task2.py
e,x,,53,1611794979030,task2.py
k,x,,54,1611794979030,task2.py
a,Backspace,,,1611794979833,task2.py
e,,x,53,1611794979840,task2.py
e,x,,53,1611794981915,task2.py
k,x,,54,1611794981915,task2.py
e,p,,54,1611794982157,task2.py
k,p,,55,1611794982166,task2.py
e,o,,55,1611794982193,task2.py
k,o,,56,1611794982193,task2.py
e,s,,56,1611794982768,task2.py
k,s,,57,1611794982769,task2.py
e,",",,57,1611794983389,task2.py
k,",",,58,1611794983389,task2.py
e, ,,58,1611794983646,task2.py
k, ,,59,1611794983647,task2.py
e,y,,59,1611794985195,task2.py
k,y,,60,1611794985195,task2.py
a,Backspace,,,1611794986024,task2.py
e,,y,59,1611794986033,task2.py
a,Backspace,,,1611794986380,task2.py
e,, ,58,1611794986388,task2.py
a,Backspace,,,1611794986554,task2.py
e,,",",57,1611794986566,task2.py
a,Backspace,,,1611794986736,task2.py
e,,s,56,1611794986744,task2.py
a,Backspace,,,1611794986905,task2.py
e,,o,55,1611794986912,task2.py
a,Backspace,,,1611794987081,task2.py
e,,p,54,1611794987090,task2.py
e,P,,54,1611794987670,task2.py
k,P,,55,1611794987671,task2.py
e,o,,55,1611794987878,task2.py
k,o,,56,1611794987879,task2.py
e,s,,56,1611794988009,task2.py
k,s,,57,1611794988009,task2.py
e,",",,57,1611794988575,task2.py
k,",",,58,1611794988576,task2.py
e, ,,58,1611794988756,task2.py
k, ,,59,1611794988757,task2.py
e,Y,,59,1611794989479,task2.py
k,Y,,60,1611794989479,task2.py
e,p,,60,1611794989819,task2.py
k,p,,61,1611794989826,task2.py
e,o,,61,1611794990028,task2.py
k,o,,62,1611794990037,task2.py
e,s,,62,1611794990123,task2.py
k,s,,63,1611794990124,task2.py
e, ,,63,1611794990267,task2.py
k, ,,64,1611794990268,task2.py
e,=,,64,1611794990732,task2.py
k,=,,65,1611794990732,task2.py
e, ,,65,1611794990814,task2.py
k, ,,66,1611794990815,task2.py
e,i,,66,1611794992550,task2.py
k,i,,67,1611794992550,task2.py
e,n,,67,1611794992626,task2.py
k,n,,68,1611794992634,task2.py
e,p,,68,1611794992758,task2.py
k,p,,69,1611794992765,task2.py
e,u,,69,1611794992856,task2.py
k,u,,70,1611794992862,task2.py
e,t,,70,1611794992928,task2.py
k,t,,71,1611794992936,task2.py
e,(,,71,1611794993875,task2.py
e,),,72,1611794993885,task2.py
k,(,,72,1611794993885,task2.py
e,"""",,72,1611794994555,task2.py
e,"""",,73,1611794994568,task2.py
k,"""",,73,1611794994569,task2.py
e,w,,73,1611794995008,task2.py
k,w,,74,1611794995008,task2.py
e,h,,74,1611794995086,task2.py
k,h,,75,1611794995086,task2.py
e,a,,75,1611794995187,task2.py
k,a,,76,1611794995188,task2.py
e,t,,76,1611794995264,task2.py
k,t,,77,1611794995265,task2.py
e, ,,77,1611794995296,task2.py
k, ,,78,1611794995297,task2.py
a,Backspace,,,1611794996536,task2.py
e,, ,77,1611794996544,task2.py
a,Backspace,,,1611794996749,task2.py
e,,t,76,1611794996755,task2.py
a,Backspace,,,1611794996927,task2.py
e,,a,75,1611794996935,task2.py
a,Backspace,,,1611794997139,task2.py
e,,h,74,1611794997147,task2.py
a,Backspace,,,1611794997718,task2.py
e,,w,73,1611794997725,task2.py
e,W,,73,1611794998586,task2.py
k,W,,74,1611794998587,task2.py
e,h,,74,1611794998754,task2.py
k,h,,75,1611794998755,task2.py
e,a,,75,1611794998840,task2.py
k,a,,76,1611794998840,task2.py
e,t,,76,1611794998898,task2.py
k,t,,77,1611794998899,task2.py
e, ,,77,1611794998967,task2.py
k, ,,78,1611794998968,task2.py
a,Backspace,,,1611795002765,task2.py
e,, ,77,1611795002772,task2.py
a,Backspace,,,1611795003295,task2.py
e,,t,76,1611795003302,task2.py
a,Backspace,,,1611795003325,task2.py
e,,a,75,1611795003333,task2.py
a,Backspace,,,1611795003354,task2.py
e,,h,74,1611795003362,task2.py
a,Backspace,,,1611795003385,task2.py
e,,W,73,1611795003392,task2.py
a,Backspace,,,1611795003415,task2.py
e,,"""",73,1611795003422,task2.py
e,,"""",72,1611795003428,task2.py
a,Backspace,,,1611795003447,task2.py
e,,(,71,1611795003457,task2.py
e,,),71,1611795003466,task2.py
a,Backspace,,,1611795003476,task2.py
e,,t,70,1611795003484,task2.py
a,Backspace,,,1611795003518,task2.py
e,,u,69,1611795003525,task2.py
a,Backspace,,,1611795003547,task2.py
e,,p,68,1611795003555,task2.py
a,Backspace,,,1611795003578,task2.py
e,,n,67,1611795003586,task2.py
a,Backspace,,,1611795003608,task2.py
e,,i,66,1611795003615,task2.py
a,Backspace,,,1611795003777,task2.py
e,, ,65,1611795003788,task2.py
a,Backspace,,,1611795003954,task2.py
e,,=,64,1611795003962,task2.py
a,Backspace,,,1611795004139,task2.py
e,, ,63,1611795004147,task2.py
a,Backspace,,,1611795004327,task2.py
e,,s,62,1611795004336,task2.py
a,Backspace,,,1611795004515,task2.py
e,,o,61,1611795004523,task2.py
a,Backspace,,,1611795004734,task2.py
e,,p,60,1611795004742,task2.py
a,Backspace,,,1611795004988,task2.py
e,,Y,59,1611795004995,task2.py
a,Backspace,,,1611795005407,task2.py
e,, ,58,1611795005414,task2.py
a,Backspace,,,1611795005853,task2.py
e,,",",57,1611795005862,task2.py
a,Backspace,,,1611795006205,task2.py
e,,s,56,1611795006212,task2.py
e,s,,56,1611795007211,task2.py
k,s,,57,1611795007212,task2.py
e,",",,57,1611795008509,task2.py
k,",",,58,1611795008510,task2.py
e, ,,58,1611795008655,task2.py
k, ,,59,1611795008656,task2.py
e, ,,59,1611795008971,task2.py
k, ,,60,1611795008972,task2.py
e,y,,60,1611795010367,task2.py
k,y,,61,1611795010368,task2.py
e,p,,61,1611795010515,task2.py
