"e","# coding=utf-8
# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.


def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(""Hi, {0}"".format(name))  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
","","0","1611780480819","main.py"
"e","","# coding=utf-8
# This is a sample Python script.

# Press Shift+F10 to execute it or replace it with your code.
# Press Double Shift to search everywhere for classes, files, tool windows, actions, and settings.","0","1611780502770","main.py"
"e","#","","0","1611780502797","main.py"
"k","#",,"1","1611780502801","main.py"
"e"," ","","1","1611780503699","main.py"
"k"," ",,"2","1611780503705","main.py"
"e","C","","2","1611780504126","main.py"
"k","C",,"3","1611780504128","main.py"
"e","S","","3","1611780504564","main.py"
"k","S",,"4","1611780504566","main.py"
"e"," ","","4","1611780506464","main.py"
"k"," ",,"5","1611780506465","main.py"
"e","1","","5","1611780508509","main.py"
"k","1",,"6","1611780508512","main.py"
"e","X","","6","1611780509508","main.py"
"k","X",,"7","1611780509510","main.py"
"e","X","","7","1611780509706","main.py"
"k","X",,"8","1611780509707","main.py"
"e","X","","8","1611780509967","main.py"
"k","X",,"9","1611780509968","main.py"
"e"," ","","9","1611780513684","main.py"
"k"," ",,"10","1611780513686","main.py"
"a","Enter",,,"1611780516541","main.py"
"e","
","","13","1611780516607","main.py"
"e","#","","11","1611780516965","main.py"
"k","#",,"12","1611780516966","main.py"
"e"," ","","12","1611780517340","main.py"
"k"," ",,"13","1611780517341","main.py"
"e","A","","13","1611780517776","main.py"
"k","A",,"14","1611780517777","main.py"
"e","s","","14","1611780518275","main.py"
"k","s",,"15","1611780518277","main.py"
"e","s","","15","1611780518430","main.py"
"k","s",,"16","1611780518432","main.py"
"e","i","","16","1611780518531","main.py"
"k","i",,"17","1611780518532","main.py"
"e","g","","17","1611780518633","main.py"
"k","g",,"18","1611780518634","main.py"
"e","n","","18","1611780518762","main.py"
"k","n",,"19","1611780518763","main.py"
"e","m","","19","1611780518936","main.py"
"k","m",,"20","1611780518937","main.py"
"e","e","","20","1611780519075","main.py"
"k","e",,"21","1611780519077","main.py"
"e","n","","21","1611780519226","main.py"
"k","n",,"22","1611780519229","main.py"
"e","t","","22","1611780519369","main.py"
"k","t",,"23","1611780519370","main.py"
"e"," ","","23","1611780520557","main.py"
"k"," ",,"24","1611780520559","main.py"
"e","1","","24","1611780520692","main.py"
"k","1",,"25","1611780520695","main.py"
"e"," ","","25","1611780521704","main.py"
"k"," ",,"26","1611780521706","main.py"
"e","f","","26","1611780521864","main.py"
"k","f",,"27","1611780521867","main.py"
"e","i","","27","1611780521991","main.py"
"k","i",,"28","1611780521992","main.py"
"e","r","","28","1611780522112","main.py"
"k","r",,"29","1611780522114","main.py"
"e","s","","29","1611780522393","main.py"
"k","s",,"30","1611780522394","main.py"
"e","t","","30","1611780522448","main.py"
"k","t",,"31","1611780522449","main.py"
"a","Backspace",,,"1611780523117","main.py"
"e","","t","30","1611780523151","main.py"
"a","Backspace",,,"1611780523283","main.py"
"e","","s","29","1611780523299","main.py"
"a","Backspace",,,"1611780523434","main.py"
"e","","r","28","1611780523458","main.py"
"a","Backspace",,,"1611780523596","main.py"
"e","","i","27","1611780523624","main.py"
"a","Backspace",,,"1611780523828","main.py"
"e","","f","26","1611780523863","main.py"
"e","F","","26","1611780524184","main.py"
"k","F",,"27","1611780524185","main.py"
"e","i","","27","1611780524510","main.py"
"k","i",,"28","1611780524511","main.py"
"e","r","","28","1611780524810","main.py"
"k","r",,"29","1611780524812","main.py"
"e","s","","29","1611780525039","main.py"
"k","s",,"30","1611780525041","main.py"
"e","t","","30","1611780525120","main.py"
"k","t",,"31","1611780525122","main.py"
"e"," ","","31","1611780525432","main.py"
"k"," ",,"32","1611780525434","main.py"
"e","P","","32","1611780525785","main.py"
"k","P",,"33","1611780525786","main.py"
"e","r","","33","1611780526107","main.py"
"k","r",,"34","1611780526108","main.py"
"e","o","","34","1611780526785","main.py"
"k","o",,"35","1611780526787","main.py"
"e","g","","35","1611780527019","main.py"
"k","g",,"36","1611780527021","main.py"
"e","r","","36","1611780527221","main.py"
"k","r",,"37","1611780527222","main.py"
"e","a","","37","1611780527271","main.py"
"k","a",,"38","1611780527273","main.py"
"e","m","","38","1611780527541","main.py"
"k","m",,"39","1611780527542","main.py"
"a","Enter",,,"1611780528490","main.py"
"e","
","","42","1611780528512","main.py"
"e","#","","40","1611780529654","main.py"
"k","#",,"41","1611780529656","main.py"
"e"," ","","41","1611780530679","main.py"
"k"," ",,"42","1611780530681","main.py"
"e","M","","42","1611780536520","main.py"
"k","M",,"43","1611780536522","main.py"
"e","r","","43","1611780536849","main.py"
"k","r",,"44","1611780536850","main.py"
"e",".","","44","1611780537138","main.py"
"k",".",,"45","1611780537139","main.py"
"e"," ","","45","1611780537297","main.py"
"k"," ",,"46","1611780537298","main.py"
"e","L","","46","1611780537728","main.py"
"k","L",,"47","1611780537729","main.py"
"e","e","","47","1611780538111","main.py"
"k","e",,"48","1611780538112","main.py"
"e","g","","48","1611780538623","main.py"
"k","g",,"49","1611780538624","main.py"
"e","i","","49","1611780538783","main.py"
"k","i",,"50","1611780538784","main.py"
"e","t","","50","1611780538949","main.py"
"k","t",,"51","1611780538950","main.py"
"e","i","","51","1611780539343","main.py"
"k","i",,"52","1611780539344","main.py"
"e","m","","52","1611780539525","main.py"
"k","m",,"53","1611780539527","main.py"
"e","a","","53","1611780539670","main.py"
"k","a",,"54","1611780539671","main.py"
"e","t","","54","1611780539990","main.py"
"k","t",,"55","1611780539991","main.py"
"e","e","","55","1611780540021","main.py"
"k","e",,"56","1611780540022","main.py"
"e"," ","","56","1611780540448","main.py"
"k"," ",,"57","1611780540448","main.py"
"e","w","","57","1611780540716","main.py"
"k","w",,"58","1611780540718","main.py"
"e","o","","58","1611780540839","main.py"
"k","o",,"59","1611780540840","main.py"
"e","r","","59","1611780540985","main.py"
"k","r",,"60","1611780540986","main.py"
"e","k","","60","1611780541159","main.py"
"k","k",,"61","1611780541161","main.py"
"e"," ","","61","1611780543631","main.py"
"k"," ",,"62","1611780543632","main.py"
"a","Delete",,,"1611780555726","main.py"
"e","","def print_hi(name):
    # Use a breakpoint in the code line below to debug your script.
    print(""Hi, {0}"".format(name))  # Press Ctrl+F8 to toggle the breakpoint.


# Press the green button in the gutter to run the script.
if __name__ == '__main__':
    print_hi('PyCharm')

# See PyCharm help at https://www.jetbrains.com/help/pycharm/
","65","1611780556057","main.py"
"a","Undefined",,,"1611780661485","main.py"
"e","l","","64","1611780926780","main.py"
"k","l",,"65","1611780926783","main.py"
"e","i","","65","1611780927081","main.py"
"k","i",,"66","1611780927086","main.py"
"e","s","","66","1611780928146","main.py"
"k","s",,"67","1611780928157","main.py"
"e","t","","67","1611780928314","main.py"
"k","t",,"68","1611780928348","main.py"
"a","Backspace",,,"1611780929933","main.py"
"e","","t","67","1611780929961","main.py"
"a","Backspace",,,"1611780930212","main.py"
"e","","s","66","1611780930241","main.py"
"a","Backspace",,,"1611780930453","main.py"
"e","","i","65","1611780930479","main.py"
"a","Backspace",,,"1611780930899","main.py"
"e","","l","64","1611780930917","main.py"
"e","s","","64","1611780934084","main.py"
"k","s",,"65","1611780934086","main.py"
"e","o","","65","1611780934303","main.py"
"k","o",,"66","1611780934312","main.py"
"e","r","","66","1611780934514","main.py"
"k","r",,"67","1611780934524","main.py"
"e","t","","67","1611780934761","main.py"
"k","t",,"68","1611780934774","main.py"
"e","l","","68","1611780935531","main.py"
"k","l",,"69","1611780935550","main.py"
"e","i","","69","1611780935624","main.py"
"k","i",,"70","1611780935625","main.py"
"e","s","","70","1611780935765","main.py"
"k","s",,"71","1611780935766","main.py"
"e","t","","71","1611780935848","main.py"
"k","t",,"72","1611780935849","main.py"
"e"," ","","72","1611780937779","main.py"
"k"," ",,"73","1611780937782","main.py"
"e","=","","73","1611780937963","main.py"
"k","=",,"74","1611780937964","main.py"
"e"," ","","74","1611780938135","main.py"
"k"," ",,"75","1611780938136","main.py"
"e","r","","75","1611780943585","main.py"
"k","r",,"76","1611780943587","main.py"
"e","a","","76","1611780943665","main.py"
"k","a",,"77","1611780943666","main.py"
"e","n","","77","1611780943897","main.py"
"k","n",,"78","1611780943917","main.py"
"e","d","","78","1611780944025","main.py"
"k","d",,"79","1611780944036","main.py"
"e","o","","79","1611780944201","main.py"
"k","o",,"80","1611780944203","main.py"
"e","m","","80","1611780944239","main.py"
"k","m",,"81","1611780944240","main.py"
"e",".","","81","1611780944652","main.py"
"k",".",,"82","1611780944653","main.py"
"e","s","","82","1611780944978","main.py"
"k","s",,"83","1611780945001","main.py"
"e","a","","83","1611780945100","main.py"
"k","a",,"84","1611780945101","main.py"
"e","m","","84","1611780945409","main.py"
"k","m",,"85","1611780945410","main.py"
"e","p","","85","1611780945579","main.py"
"k","p",,"86","1611780945580","main.py"
"e","l","","86","1611780945791","main.py"
"k","l",,"87","1611780945792","main.py"
"e","e","","87","1611780946771","main.py"
"k","e",,"88","1611780946773","main.py"
"e","(","","88","1611780948696","main.py"
"e",")","","89","1611780948730","main.py"
"k","(",,"89","1611780948738","main.py"
"e","r","","89","1611780949584","main.py"
"k","r",,"90","1611780949585","main.py"
"e","a","","90","1611780949769","main.py"
"k","a",,"91","1611780949778","main.py"
"e","n","","91","1611780950034","main.py"
"k","n",,"92","1611780950053","main.py"
"e","g","","92","1611780950155","main.py"
"k","g",,"93","1611780950161","main.py"
"e","e","","93","1611780950224","main.py"
"k","e",,"94","1611780950229","main.py"
"e","(","","94","1611780954372","main.py"
"e",")","","96","1611780954398","main.py"
"k","(",,"95","1611780954399","main.py"
"e","0","","95","1611780961963","main.py"
"k","0",,"96","1611780961965","main.py"
"e",",","","96","1611780962910","main.py"
"k",",",,"97","1611780962912","main.py"
"e","4","","97","1611780966894","main.py"
"k","4",,"98","1611780966895","main.py"
"e","0","","98","1611780967022","main.py"
"k","0",,"99","1611780967023","main.py"
"a","Right",,,"1611780969021","main.py"
"a","Left",,,"1611780969480","main.py"
"a","Left",,,"1611780969677","main.py"
